trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible
8ca880dc-d1de-48e9-a4ae-46c6f3a8d715,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
82884a59-5b14-4bef-94d8-cf8a93ace920,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
ce8019ff-5ac6-4055-afa0-a0661899d1a5,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
56b65672-bf4f-460c-a712-b25f9b1fa66d,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
53be72a4-0047-486d-9395-9994f755721b,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
917f784a-bfe4-40e6-8be4-b62dcc901880,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
359a3669-0862-4a2e-9b66-1c0ca6cc40f9,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
eaf05b0d-d1d5-4198-9dc5-1d0e562e69ea,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
b65d57ea-ed7e-48ed-a7d5-1aca13459b20,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
6fda5c8b-e4d0-448e-8218-6c1e87686074,47191096-0a58-41fb-9ca4-3963d2c2a312,6ec81bf7-44c5-4b98-99d9-389d644b69f6_25a7beb6-8981-490d-92d6-3b45c306e81a,Casería del cerro,,1,,9b7b3a4a-edf5-4cb5-abb3-30b0fd7aae8a,
